task,dist_fn,eval_fn,method,acc,f1_macro,f1_weighted,supervision_amt,fold,noise,suffix
dog,exact match dist,exact match eval,ORACLE,1.0,1.0,1.0,0.2,1,0.75,var0.25
dog,exact match dist,exact match eval,DEM,1.0,1.0,1.0,0.2,1,0.75,var0.25
dog,exact match dist,exact match eval,RANDOM,0.7612403100775194,0.7603351214319368,0.7616112491950333,0.2,1,0.75,var0.25
dog,exact match dist,exact match eval,MAS,1.0,1.0,1.0,0.2,2,0.75,var0.25
dog,exact match dist,exact match eval,BAU,0.9968992248062015,0.9969494265666536,0.9969050655413736,0.2,2,0.75,var0.25
dog,exact match dist,exact match eval,SAD,0.993798449612403,0.9938609397597038,0.9937977108708815,0.2,2,0.75,var0.25
dog,exact match dist,exact match eval,ORACLE,1.0,1.0,1.0,0.2,2,0.75,var0.25
dog,exact match dist,exact match eval,DEM,0.9984496124031008,0.9984502798105898,0.9984499238599289,0.2,2,0.75,var0.25
dog,exact match dist,exact match eval,RANDOM,0.7255813953488373,0.723759387074154,0.725508490816512,0.2,2,0.75,var0.25

